state,year,month,unemployment_rate
Montana,2023,2,3.1
Montana,2023,3,3.0
Montana,2023,4,2.4
Montana,2023,5,2.4
Montana,2023,6,2.6
Montana,2023,7,2.4
Montana,2023,8,2.4
Montana,2023,9,2.2
Montana,2023,10,2.6
Montana,2023,11,2.7
Montana,2023,12,3.3
Montana,2024,1,3.8
Montana,2024,2,3.7
Montana,2024,3,3.4
Montana,2024,4,2.8
Montana,2024,5,2.7
Montana,2024,6,3.1
Montana,2024,7,2.9
Montana,2024,8,2.8
Montana,2024,9,2.4
Montana,2024,10,2.4
Montana,2024,11,2.7
Montana,2024,12,3.0
Montana,2025,1,3.2
Montana,2025,2,3.4
Montana,2025,3,3.1
Montana,2025,4,2.7
Montana,2025,5,2.7
Montana,2025,6,2.9
Montana,2025,7,2.7
Montana,2025,8,2.8
Montana,2025,9,3.0
Montana,2025,10,3.2
Montana,2025,11,3.4
Montana,2025,12,3.7
Nebraska,2016,1,3.3
Nebraska,2016,2,3.3
Nebraska,2016,3,3.3
Nebraska,2016,4,3.0
Nebraska,2016,5,2.8
Nebraska,2016,6,3.4
Nebraska,2016,7,3.4
Nebraska,2016,8,3.1
Nebraska,2016,9,3.0
Nebraska,2016,10,3.1
Nebraska,2016,11,2.8
Nebraska,2016,12,3.0
Nebraska,2017,1,3.5
Nebraska,2017,2,3.3
Nebraska,2017,3,3.0
Nebraska,2017,4,2.8
Nebraska,2017,5,2.8
Nebraska,2017,6,3.1
Nebraska,2017,7,3.1
Nebraska,2017,8,2.9
Nebraska,2017,9,2.7
Nebraska,2017,10,2.5
Nebraska,2017,11,2.7
Nebraska,2017,12,2.9
Nebraska,2018,1,3.2
Nebraska,2018,2,3.3
Nebraska,2018,3,3.1
Nebraska,2018,4,2.8
Nebraska,2018,5,2.7
Nebraska,2018,6,3.2
Nebraska,2018,7,3.1
Nebraska,2018,8,2.8
Nebraska,2018,9,2.6
Nebraska,2018,10,2.7
Nebraska,2018,11,2.5
Nebraska,2018,12,2.9
Nebraska,2019,1,3.5
Nebraska,2019,2,3.4
Nebraska,2019,3,3.4
Nebraska,2019,4,2.9
Nebraska,2019,5,3.0
Nebraska,2019,6,3.4
Nebraska,2019,7,3.3
Nebraska,2019,8,3.0
Nebraska,2019,9,2.7
Nebraska,2019,10,3.0
Nebraska,2019,11,2.8
Nebraska,2019,12,2.8
Nebraska,2020,1,3.3
Nebraska,2020,2,3.1
Nebraska,2020,3,5.1
Nebraska,2020,4,8.0
Nebraska,2020,5,6.6
Nebraska,2020,6,5.6
Nebraska,2020,7,4.8
Nebraska,2020,8,3.5
Nebraska,2020,9,3.2
Nebraska,2020,10,2.5
Nebraska,2020,11,2.5
Nebraska,2020,12,2.8
Nebraska,2021,1,3.4
Nebraska,2021,2,3.5
Nebraska,2021,3,3.1
Nebraska,2021,4,2.7
Nebraska,2021,5,2.7
Nebraska,2021,6,3.2
Nebraska,2021,7,2.8
Nebraska,2021,8,2.5
Nebraska,2021,9,2.1
Nebraska,2021,10,2.1
Nebraska,2021,11,1.8
Nebraska,2021,12,1.8
Nebraska,2022,1,2.4
Nebraska,2022,2,2.3
Nebraska,2022,3,2.2
Nebraska,2022,4,1.9
Nebraska,2022,5,2.0
Nebraska,2022,6,2.5
Nebraska,2022,7,2.4
Nebraska,2022,8,2.3
Nebraska,2022,9,2.0
Nebraska,2022,10,2.1
Nebraska,2022,11,2.0
Nebraska,2022,12,2.1
Nebraska,2023,1,2.3
Nebraska,2023,2,2.4
Nebraska,2023,3,2.2
Nebraska,2023,4,2.0
Nebraska,2023,5,2.2
Nebraska,2023,6,2.6
Nebraska,2023,7,2.4
Nebraska,2023,8,2.3
Nebraska,2023,9,2.3
Nebraska,2023,10,2.5
Nebraska,2023,11,2.2
Nebraska,2023,12,2.3
Nebraska,2024,1,2.8
Nebraska,2024,2,2.9
Nebraska,2024,3,2.7
Nebraska,2024,4,2.4
Nebraska,2024,5,2.6
Nebraska,2024,6,3.1
Nebraska,2024,7,3.1
Nebraska,2024,8,2.8
Nebraska,2024,9,2.6
Nebraska,2024,10,2.7
Nebraska,2024,11,2.7
Nebraska,2024,12,2.6
Nebraska,2025,1,3.2
Nebraska,2025,2,3.4
Nebraska,2025,3,2.9
Nebraska,2025,4,2.9
Nebraska,2025,5,2.9
Nebraska,2025,6,3.3
Nebraska,2025,7,3.2
Nebraska,2025,8,2.8
Nebraska,2025,9,2.8
Nebraska,2025,10,2.8499999999999996
Nebraska,2025,11,2.9
Nebraska,2025,12,3.0
Nevada,2016,1,6.5
Nevada,2016,2,6.2
Nevada,2016,3,6.2
Nevada,2016,4,6.0
Nevada,2016,5,5.6
Nevada,2016,6,6.1
Nevada,2016,7,6.0
Nevada,2016,8,5.7
Nevada,2016,9,5.6
Nevada,2016,10,5.5
Nevada,2016,11,5.2
Nevada,2016,12,5.3
Nevada,2017,1,5.7
Nevada,2017,2,5.4
Nevada,2017,3,5.1
Nevada,2017,4,5.0
Nevada,2017,5,4.8
Nevada,2017,6,5.2
Nevada,2017,7,5.3
Nevada,2017,8,5.0
Nevada,2017,9,4.8
Nevada,2017,10,4.6
Nevada,2017,11,4.6
Nevada,2017,12,4.7
Nevada,2018,1,5.1
Nevada,2018,2,4.8
Nevada,2018,3,4.5
Nevada,2018,4,4.4
Nevada,2018,5,4.1
Nevada,2018,6,4.6
Nevada,2018,7,4.6
Nevada,2018,8,4.4
Nevada,2018,9,4.1
Nevada,2018,10,4.1
Nevada,2018,11,4.0
Nevada,2018,12,4.2
Nevada,2019,1,4.8
Nevada,2019,2,4.3
Nevada,2019,3,4.2
Nevada,2019,4,4.0
Nevada,2019,5,4.0
Nevada,2019,6,4.3
Nevada,2019,7,4.4
Nevada,2019,8,4.1
Nevada,2019,9,3.9
Nevada,2019,10,3.9
Nevada,2019,11,3.8
Nevada,2019,12,4.0
Nevada,2020,1,4.4
Nevada,2020,2,4.2
Nevada,2020,3,7.6
Nevada,2020,4,30.1
Nevada,2020,5,25.0
Nevada,2020,6,19.2
Nevada,2020,7,17.3
Nevada,2020,8,13.8
Nevada,2020,9,12.8
Nevada,2020,10,10.6
Nevada,2020,11,9.8
Nevada,2020,12,9.5
Nevada,2021,1,9.2
Nevada,2021,2,8.5
Nevada,2021,3,7.9
Nevada,2021,4,7.6
Nevada,2021,5,7.0
Nevada,2021,6,7.4
Nevada,2021,7,7.0
Nevada,2021,8,6.4
Nevada,2021,9,5.6
Nevada,2021,10,5.3
Nevada,2021,11,5.0
Nevada,2021,12,4.8
Nevada,2022,1,5.6
Nevada,2022,2,5.3
Nevada,2022,3,5.0
Nevada,2022,4,5.0
Nevada,2022,5,5.1
Nevada,2022,6,5.5
Nevada,2022,7,5.4
Nevada,2022,8,5.4
Nevada,2022,9,5.1
Nevada,2022,10,5.1
Nevada,2022,11,5.1
Nevada,2022,12,4.9
Nevada,2023,1,5.4
Nevada,2023,2,5.3
Nevada,2023,3,5.0
Nevada,2023,4,4.8
Nevada,2023,5,5.1
Nevada,2023,6,5.2
Nevada,2023,7,5.3
Nevada,2023,8,5.3
Nevada,2023,9,5.2
Nevada,2023,10,5.2
Nevada,2023,11,4.9
Nevada,2023,12,5.0
Nevada,2024,1,5.4
Nevada,2024,2,5.4
Nevada,2024,3,5.3
Nevada,2024,4,5.2
Nevada,2024,5,5.3
Nevada,2024,6,5.8
Nevada,2024,7,6.1
Nevada,2024,8,5.9
Nevada,2024,9,5.5
Nevada,2024,10,5.6
Nevada,2024,11,5.7
Nevada,2024,12,5.6
Nevada,2025,1,5.9
Nevada,2025,2,5.7
Nevada,2025,3,5.4
Nevada,2025,4,5.0
Nevada,2025,5,5.2
Nevada,2025,6,5.6
Nevada,2025,7,5.6
Nevada,2025,8,5.3
Nevada,2025,9,5.4
Nevada,2025,10,5.25
Nevada,2025,11,5.1
Nevada,2025,12,4.9
New Hampshire,2016,1,3.3
New Hampshire,2016,2,3.2
New Hampshire,2016,3,3.2
New Hampshire,2016,4,2.9
New Hampshire,2016,5,2.7
New Hampshire,2016,6,2.9
New Hampshire,2016,7,2.9
New Hampshire,2016,8,2.9
New Hampshire,2016,9,2.6
New Hampshire,2016,10,2.5
New Hampshire,2016,11,2.6
New Hampshire,2016,12,2.7
New Hampshire,2017,1,3.4
New Hampshire,2017,2,3.5
New Hampshire,2017,3,3.2
New Hampshire,2017,4,2.8
New Hampshire,2017,5,2.7
New Hampshire,2017,6,2.7
New Hampshire,2017,7,2.7
New Hampshire,2017,8,2.8
New Hampshire,2017,9,2.6
New Hampshire,2017,10,2.4
New Hampshire,2017,11,2.5
New Hampshire,2017,12,2.4
New Hampshire,2018,1,3.2
New Hampshire,2018,2,3.2
New Hampshire,2018,3,3.1
New Hampshire,2018,4,2.8
New Hampshire,2018,5,2.5
New Hampshire,2018,6,2.7
New Hampshire,2018,7,2.7
New Hampshire,2018,8,2.5
New Hampshire,2018,9,2.2
New Hampshire,2018,10,2.1
New Hampshire,2018,11,2.2
New Hampshire,2018,12,2.3
New Hampshire,2019,1,3.2
New Hampshire,2019,2,3.0
New Hampshire,2019,3,3.0
New Hampshire,2019,4,2.5
New Hampshire,2019,5,2.4
New Hampshire,2019,6,2.5
New Hampshire,2019,7,2.6
New Hampshire,2019,8,2.6
New Hampshire,2019,9,2.3
New Hampshire,2019,10,2.2
New Hampshire,2019,11,2.2
New Hampshire,2019,12,2.2
New Hampshire,2020,1,3.0
New Hampshire,2020,2,2.9
New Hampshire,2020,3,3.2
New Hampshire,2020,4,15.8
New Hampshire,2020,5,11.9
New Hampshire,2020,6,9.5
New Hampshire,2020,7,8.4
New Hampshire,2020,8,6.5
New Hampshire,2020,9,6.0
New Hampshire,2020,10,4.8
New Hampshire,2020,11,4.6
New Hampshire,2020,12,4.4
New Hampshire,2021,1,4.7
New Hampshire,2021,2,4.6
New Hampshire,2021,3,4.4
New Hampshire,2021,4,3.9
New Hampshire,2021,5,3.5
New Hampshire,2021,6,3.8
New Hampshire,2021,7,3.6
New Hampshire,2021,8,3.3
New Hampshire,2021,9,2.9
New Hampshire,2021,10,2.5
New Hampshire,2021,11,2.4
New Hampshire,2021,12,2.1
New Hampshire,2022,1,3.0
New Hampshire,2022,2,2.7
New Hampshire,2022,3,2.5
New Hampshire,2022,4,2.2
New Hampshire,2022,5,2.1
New Hampshire,2022,6,2.3
New Hampshire,2022,7,2.4
New Hampshire,2022,8,2.7
New Hampshire,2022,9,2.4
New Hampshire,2022,10,2.4
New Hampshire,2022,11,2.4
New Hampshire,2022,12,2.2
New Hampshire,2023,1,2.8
New Hampshire,2023,2,2.7
New Hampshire,2023,3,2.4
New Hampshire,2023,4,1.9
New Hampshire,2023,5,2.0
New Hampshire,2023,6,2.1
New Hampshire,2023,7,2.2
New Hampshire,2023,8,2.4
New Hampshire,2023,9,2.2
New Hampshire,2023,10,2.0
New Hampshire,2023,11,2.1
New Hampshire,2023,12,2.0
New Hampshire,2024,1,2.6
New Hampshire,2024,2,2.8
New Hampshire,2024,3,2.7
New Hampshire,2024,4,2.3
New Hampshire,2024,5,2.1
New Hampshire,2024,6,2.5
New Hampshire,2024,7,2.8
New Hampshire,2024,8,2.8
New Hampshire,2024,9,2.4
New Hampshire,2024,10,2.5
New Hampshire,2024,11,2.9
New Hampshire,2024,12,2.8
New Hampshire,2025,1,3.3
New Hampshire,2025,2,3.6
New Hampshire,2025,3,3.5
New Hampshire,2025,4,2.9
New Hampshire,2025,5,2.8
New Hampshire,2025,6,2.9
New Hampshire,2025,7,3.1
New Hampshire,2025,8,3.0
New Hampshire,2025,9,3.0
New Hampshire,2025,10,3.05
New Hampshire,2025,11,3.1
New Hampshire,2025,12,3.0
New Jersey,2016,1,5.2
New Jersey,2016,2,5.3
New Jersey,2016,3,5.3
New Jersey,2016,4,4.9
New Jersey,2016,5,4.8
New Jersey,2016,6,5.1
New Jersey,2016,7,5.5
New Jersey,2016,8,5.2
New Jersey,2016,9,4.9
New Jersey,2016,10,4.6
New Jersey,2016,11,4.3
New Jersey,2016,12,4.3
New Jersey,2017,1,5.0
New Jersey,2017,2,5.0
New Jersey,2017,3,4.5
New Jersey,2017,4,4.1
New Jersey,2017,5,4.4
New Jersey,2017,6,4.5
New Jersey,2017,7,5.0
New Jersey,2017,8,4.8
New Jersey,2017,9,4.5
New Jersey,2017,10,4.2
New Jersey,2017,11,4.2
New Jersey,2017,12,4.0
New Jersey,2018,1,4.8
New Jersey,2018,2,4.9
New Jersey,2018,3,4.5
New Jersey,2018,4,3.9
New Jersey,2018,5,3.8
New Jersey,2018,6,4.3
New Jersey,2018,7,4.5
New Jersey,2018,8,4.0
New Jersey,2018,9,3.6
New Jersey,2018,10,3.3
New Jersey,2018,11,3.1
New Jersey,2018,12,3.4
New Jersey,2019,1,4.2
New Jersey,2019,2,4.0
New Jersey,2019,3,3.5
New Jersey,2019,4,2.8
New Jersey,2019,5,3.0
New Jersey,2019,6,3.2
New Jersey,2019,7,3.8
New Jersey,2019,8,3.6
New Jersey,2019,9,3.3
New Jersey,2019,10,3.3
New Jersey,2019,11,3.4
New Jersey,2019,12,3.6
New Jersey,2020,1,4.4
New Jersey,2020,2,4.3
New Jersey,2020,3,5.0
New Jersey,2020,4,14.4
New Jersey,2020,5,15.6
New Jersey,2020,6,14.6
New Jersey,2020,7,14.9
New Jersey,2020,8,13.0
New Jersey,2020,9,7.3
New Jersey,2020,10,6.6
New Jersey,2020,11,6.9
New Jersey,2020,12,6.9
New Jersey,2021,1,7.8
New Jersey,2021,2,7.8
New Jersey,2021,3,7.5
New Jersey,2021,4,6.9
New Jersey,2021,5,6.8
New Jersey,2021,6,7.5
New Jersey,2021,7,7.4
New Jersey,2021,8,6.9
New Jersey,2021,9,6.1
New Jersey,2021,10,5.5
New Jersey,2021,11,5.2
New Jersey,2021,12,5.1
New Jersey,2022,1,5.7
New Jersey,2022,2,5.1
New Jersey,2022,3,4.5
New Jersey,2022,4,3.8
New Jersey,2022,5,3.6
New Jersey,2022,6,3.7
New Jersey,2022,7,3.8
New Jersey,2022,8,3.3
New Jersey,2022,9,2.9
New Jersey,2022,10,3.1
New Jersey,2022,11,3.3
New Jersey,2022,12,3.4
New Jersey,2023,1,4.2
New Jersey,2023,2,4.4
New Jersey,2023,3,4.1
New Jersey,2023,4,3.6
New Jersey,2023,5,4.2
New Jersey,2023,6,4.5
New Jersey,2023,7,4.7
New Jersey,2023,8,4.7
New Jersey,2023,9,4.3
New Jersey,2023,10,4.2
New Jersey,2023,11,4.0
New Jersey,2023,12,4.1
New Jersey,2024,1,4.7
New Jersey,2024,2,4.9
New Jersey,2024,3,4.6
New Jersey,2024,4,4.0
New Jersey,2024,5,4.3
New Jersey,2024,6,4.7
New Jersey,2024,7,5.3
New Jersey,2024,8,5.0
New Jersey,2024,9,4.2
New Jersey,2024,10,4.2
New Jersey,2024,11,4.3
New Jersey,2024,12,4.2
New Jersey,2025,1,4.9
New Jersey,2025,2,5.0
New Jersey,2025,3,5.0
New Jersey,2025,4,4.7
New Jersey,2025,5,4.6
New Jersey,2025,6,5.2
New Jersey,2025,7,5.6
New Jersey,2025,8,5.6
New Jersey,2025,9,5.8
New Jersey,2025,10,5.3
New Jersey,2025,11,4.8
New Jersey,2025,12,4.5
New Mexico,2016,1,6.5
New Mexico,2016,2,6.4
New Mexico,2016,3,6.3
New Mexico,2016,4,6.3
New Mexico,2016,5,6.3
New Mexico,2016,6,7.5
New Mexico,2016,7,7.8
New Mexico,2016,8,7.1
New Mexico,2016,9,7.0
New Mexico,2016,10,6.8
New Mexico,2016,11,6.6
New Mexico,2016,12,6.5
New Mexico,2017,1,7.1
New Mexico,2017,2,6.9
New Mexico,2017,3,6.3
New Mexico,2017,4,6.1
New Mexico,2017,5,5.9
New Mexico,2017,6,6.7
New Mexico,2017,7,7.0
New Mexico,2017,8,6.2
New Mexico,2017,9,5.6
New Mexico,2017,10,5.3
New Mexico,2017,11,5.3
New Mexico,2017,12,5.0
New Mexico,2018,1,5.5
New Mexico,2018,2,5.2
New Mexico,2018,3,4.7
New Mexico,2018,4,4.4
New Mexico,2018,5,4.3
New Mexico,2018,6,5.6
New Mexico,2018,7,5.6
New Mexico,2018,8,5.0
New Mexico,2018,9,4.7
New Mexico,2018,10,4.7
New Mexico,2018,11,4.8
New Mexico,2018,12,4.9
New Mexico,2019,1,5.6
New Mexico,2019,2,5.1
New Mexico,2019,3,4.7
New Mexico,2019,4,4.6
New Mexico,2019,5,4.7
New Mexico,2019,6,5.7
New Mexico,2019,7,6.0
New Mexico,2019,8,5.0
New Mexico,2019,9,4.6
New Mexico,2019,10,4.6
New Mexico,2019,11,4.7
New Mexico,2019,12,4.6
New Mexico,2020,1,5.3
New Mexico,2020,2,5.1
New Mexico,2020,3,6.3
New Mexico,2020,4,8.4
New Mexico,2020,5,9.3
New Mexico,2020,6,9.6
New Mexico,2020,7,10.1
New Mexico,2020,8,8.5
New Mexico,2020,9,8.7
New Mexico,2020,10,7.8
New Mexico,2020,11,7.9
New Mexico,2020,12,8.1
New Mexico,2021,1,8.5
New Mexico,2021,2,8.2
New Mexico,2021,3,7.7
New Mexico,2021,4,7.6
New Mexico,2021,5,7.2
New Mexico,2021,6,8.4
New Mexico,2021,7,8.0
New Mexico,2021,8,6.9
New Mexico,2021,9,6.0
New Mexico,2021,10,5.7
New Mexico,2021,11,5.6
New Mexico,2021,12,5.1
New Mexico,2022,1,5.6
New Mexico,2022,2,5.0
New Mexico,2022,3,4.4
New Mexico,2022,4,4.1
New Mexico,2022,5,3.9
New Mexico,2022,6,4.7
New Mexico,2022,7,4.4
New Mexico,2022,8,3.7
New Mexico,2022,9,3.4
New Mexico,2022,10,3.3
New Mexico,2022,11,3.3
New Mexico,2022,12,3.1
New Mexico,2023,1,3.8
New Mexico,2023,2,3.7
New Mexico,2023,3,3.2
New Mexico,2023,4,3.1
New Mexico,2023,5,3.4
New Mexico,2023,6,4.3
New Mexico,2023,7,4.5
New Mexico,2023,8,3.9
New Mexico,2023,9,3.6
New Mexico,2023,10,3.6
New Mexico,2023,11,3.5
New Mexico,2023,12,3.4
New Mexico,2024,1,3.8
New Mexico,2024,2,3.8
New Mexico,2024,3,3.5
New Mexico,2024,4,3.5
New Mexico,2024,5,3.8
New Mexico,2024,6,4.9
New Mexico,2024,7,5.3
New Mexico,2024,8,4.5
New Mexico,2024,9,4.1
New Mexico,2024,10,4.2
New Mexico,2024,11,4.2
New Mexico,2024,12,3.9
New Mexico,2025,1,4.6
New Mexico,2025,2,4.3
New Mexico,2025,3,3.8
New Mexico,2025,4,3.5
New Mexico,2025,5,4.1
New Mexico,2025,6,4.7
New Mexico,2025,7,5.2
New Mexico,2025,8,4.3
New Mexico,2025,9,4.0
New Mexico,2025,10,4.3
New Mexico,2025,11,4.6
New Mexico,2025,12,4.2
New York,2016,1,5.2
New York,2016,2,5.2
New York,2016,3,5.0
New York,2016,4,4.6
New York,2016,5,4.4
New York,2016,6,4.8
New York,2016,7,5.2
New York,2016,8,5.1
New York,2016,9,4.9
New York,2016,10,4.9
New York,2016,11,4.6
New York,2016,12,4.6
New York,2017,1,5.1
New York,2017,2,5.2
New York,2017,3,4.6
New York,2017,4,4.4
New York,2017,5,4.4
New York,2017,6,4.6
New York,2017,7,4.9
New York,2017,8,4.9
New York,2017,9,4.5
New York,2017,10,4.4
New York,2017,11,4.3
New York,2017,12,4.4
New York,2018,1,4.9
New York,2018,2,4.9
New York,2018,3,4.5
New York,2018,4,4.0
New York,2018,5,3.6
New York,2018,6,4.1
New York,2018,7,4.2
New York,2018,8,4.1
New York,2018,9,3.6
New York,2018,10,3.6
New York,2018,11,3.6
New York,2018,12,3.9
New York,2019,1,4.5
New York,2019,2,4.4
New York,2019,3,4.1
New York,2019,4,3.5
New York,2019,5,3.6
New York,2019,6,3.7
New York,2019,7,4.1
New York,2019,8,4.1
New York,2019,9,3.6
New York,2019,10,3.7
New York,2019,11,3.6
New York,2019,12,3.7
New York,2020,1,4.3
New York,2020,2,4.3
New York,2020,3,5.2
New York,2020,4,15.2
New York,2020,5,16.7
New York,2020,6,13.4
New York,2020,7,13.0
New York,2020,8,10.8
New York,2020,9,10.0
New York,2020,10,8.8
New York,2020,11,8.3
New York,2020,12,8.4
New York,2021,1,9.1
New York,2021,2,9.0
New York,2021,3,8.4
New York,2021,4,7.8
New York,2021,5,7.1
New York,2021,6,7.6
New York,2021,7,7.4
New York,2021,8,7.0
New York,2021,9,6.0
New York,2021,10,5.6
New York,2021,11,5.2
New York,2021,12,5.0
New York,2022,1,5.6
New York,2022,2,5.4
New York,2022,3,4.8
New York,2022,4,4.2
New York,2022,5,4.0
New York,2022,6,4.2
New York,2022,7,4.4
New York,2022,8,4.3
New York,2022,9,3.6
New York,2022,10,3.7
New York,2022,11,3.8
New York,2022,12,3.8
New York,2023,1,4.4
New York,2023,2,4.5
New York,2023,3,4.1
New York,2023,4,3.5
New York,2023,5,3.8
New York,2023,6,4.0
New York,2023,7,4.1
New York,2023,8,4.4
New York,2023,9,3.9
New York,2023,10,4.1
New York,2023,11,3.9
New York,2023,12,4.0
New York,2024,1,4.4
New York,2024,2,4.6
New York,2024,3,4.3
New York,2024,4,3.9
New York,2024,5,4.0
New York,2024,6,4.3
New York,2024,7,4.8
New York,2024,8,4.8
New York,2024,9,4.0
New York,2024,10,4.2
New York,2024,11,4.2
New York,2024,12,4.2
New York,2025,1,4.6
New York,2025,2,4.3
New York,2025,3,4.1
New York,2025,4,3.7
New York,2025,5,3.5
New York,2025,6,3.8
New York,2025,7,4.6
New York,2025,8,4.7
New York,2025,9,4.7
New York,2025,10,4.6
New York,2025,11,4.5
New York,2025,12,4.4
North Carolina,2016,1,5.6
North Carolina,2016,2,5.4
North Carolina,2016,3,5.2
North Carolina,2016,4,4.8
North Carolina,2016,5,4.8
North Carolina,2016,6,5.2
North Carolina,2016,7,5.3
North Carolina,2016,8,5.2
North Carolina,2016,9,4.9
North Carolina,2016,10,5.0
North Carolina,2016,11,4.9
North Carolina,2016,12,4.7
North Carolina,2017,1,5.3
North Carolina,2017,2,5.0
North Carolina,2017,3,4.7
North Carolina,2017,4,4.2
North Carolina,2017,5,4.4
North Carolina,2017,6,4.6
North Carolina,2017,7,4.8
North Carolina,2017,8,4.8
North Carolina,2017,9,4.1
North Carolina,2017,10,4.1
North Carolina,2017,11,4.3
North Carolina,2017,12,4.1
North Carolina,2018,1,4.5
North Carolina,2018,2,4.4
North Carolina,2018,3,4.2
North Carolina,2018,4,3.7
North Carolina,2018,5,3.7
North Carolina,2018,6,4.2
North Carolina,2018,7,4.2
North Carolina,2018,8,4.1
North Carolina,2018,9,3.6
North Carolina,2018,10,3.8
North Carolina,2018,11,3.8
North Carolina,2018,12,3.9
North Carolina,2019,1,4.5
North Carolina,2019,2,4.1
North Carolina,2019,3,4.0
North Carolina,2019,4,3.5
North Carolina,2019,5,3.8
North Carolina,2019,6,4.1
North Carolina,2019,7,4.1
North Carolina,2019,8,4.1
North Carolina,2019,9,3.4
North Carolina,2019,10,3.6
North Carolina,2019,11,3.6
North Carolina,2019,12,3.4
North Carolina,2020,1,4.0
North Carolina,2020,2,3.8
North Carolina,2020,3,4.6
North Carolina,2020,4,13.8
North Carolina,2020,5,11.9
North Carolina,2020,6,10.0
North Carolina,2020,7,9.3
North Carolina,2020,8,7.0
North Carolina,2020,9,6.4
North Carolina,2020,10,5.5
North Carolina,2020,11,5.6
North Carolina,2020,12,5.7
North Carolina,2021,1,6.2
North Carolina,2021,2,6.0
North Carolina,2021,3,5.5
North Carolina,2021,4,5.1
North Carolina,2021,5,5.0
North Carolina,2021,6,5.5
North Carolina,2021,7,5.1
North Carolina,2021,8,4.9
North Carolina,2021,9,4.1
North Carolina,2021,10,4.1
North Carolina,2021,11,3.9
North Carolina,2021,12,3.3
North Carolina,2022,1,4.1
North Carolina,2022,2,3.9
North Carolina,2022,3,3.6
North Carolina,2022,4,3.3
North Carolina,2022,5,3.5
North Carolina,2022,6,3.9
North Carolina,2022,7,3.9
North Carolina,2022,8,4.1
North Carolina,2022,9,3.4
North Carolina,2022,10,3.6
North Carolina,2022,11,3.6
North Carolina,2022,12,3.3
North Carolina,2023,1,3.8
North Carolina,2023,2,3.8
North Carolina,2023,3,3.5
North Carolina,2023,4,3.0
North Carolina,2023,5,3.4
North Carolina,2023,6,3.6
North Carolina,2023,7,3.6
North Carolina,2023,8,3.8
North Carolina,2023,9,3.3
North Carolina,2023,10,3.4
North Carolina,2023,11,3.4
North Carolina,2023,12,3.3
North Carolina,2024,1,3.7
North Carolina,2024,2,3.8
North Carolina,2024,3,3.6
North Carolina,2024,4,3.2
North Carolina,2024,5,3.4
North Carolina,2024,6,3.9
North Carolina,2024,7,4.1
North Carolina,2024,8,3.9
North Carolina,2024,9,3.2
North Carolina,2024,10,3.6
North Carolina,2024,11,3.7
North Carolina,2024,12,3.4
North Carolina,2025,1,4.0
North Carolina,2025,2,3.7
North Carolina,2025,3,3.7
North Carolina,2025,4,3.4
North Carolina,2025,5,3.6
North Carolina,2025,6,4.0
North Carolina,2025,7,3.8
North Carolina,2025,8,4.0
North Carolina,2025,9,3.7
North Carolina,2025,10,3.95
North Carolina,2025,11,4.2
North Carolina,2025,12,3.4
North Dakota,2016,1,3.7
North Dakota,2016,2,3.8
North Dakota,2016,3,4.0
North Dakota,2016,4,3.3
North Dakota,2016,5,2.8
North Dakota,2016,6,3.4
North Dakota,2016,7,2.9
North Dakota,2016,8,2.8
North Dakota,2016,9,2.4
North Dakota,2016,10,2.1
North Dakota,2016,11,2.4
North Dakota,2016,12,3.0
North Dakota,2017,1,3.6
North Dakota,2017,2,3.5
North Dakota,2017,3,3.3
North Dakota,2017,4,2.7
North Dakota,2017,5,2.2
North Dakota,2017,6,2.7
North Dakota,2017,7,2.3
North Dakota,2017,8,2.4
North Dakota,2017,9,2.0
North Dakota,2017,10,1.7
North Dakota,2017,11,2.2
North Dakota,2017,12,2.7
North Dakota,2018,1,3.3
North Dakota,2018,2,3.3
North Dakota,2018,3,3.2
North Dakota,2018,4,2.8
North Dakota,2018,5,2.0
North Dakota,2018,6,2.6
North Dakota,2018,7,2.2
North Dakota,2018,8,2.1
North Dakota,2018,9,1.7
North Dakota,2018,10,1.5
North Dakota,2018,11,1.8
North Dakota,2018,12,2.3
North Dakota,2019,1,3.1
North Dakota,2019,2,2.9
North Dakota,2019,3,2.9
North Dakota,2019,4,2.3
North Dakota,2019,5,1.9
North Dakota,2019,6,2.4
North Dakota,2019,7,2.1
North Dakota,2019,8,1.9
North Dakota,2019,9,1.5
North Dakota,2019,10,1.4
North Dakota,2019,11,1.7
North Dakota,2019,12,2.0
North Dakota,2020,1,2.7
North Dakota,2020,2,2.5
North Dakota,2020,3,3.0
North Dakota,2020,4,8.4
North Dakota,2020,5,7.7
North Dakota,2020,6,7.0
North Dakota,2020,7,6.3
North Dakota,2020,8,5.3
North Dakota,2020,9,4.5
North Dakota,2020,10,3.9
North Dakota,2020,11,4.1
North Dakota,2020,12,4.4
North Dakota,2021,1,4.6
North Dakota,2021,2,4.6
North Dakota,2021,3,4.3
North Dakota,2021,4,3.7
North Dakota,2021,5,3.0
North Dakota,2021,6,3.7
North Dakota,2021,7,2.9
North Dakota,2021,8,2.6
North Dakota,2021,9,2.1
North Dakota,2021,10,1.8
North Dakota,2021,11,1.9
North Dakota,2021,12,2.1
North Dakota,2022,1,2.8
North Dakota,2022,2,2.7
North Dakota,2022,3,2.7
North Dakota,2022,4,2.1
North Dakota,2022,5,1.8
North Dakota,2022,6,2.4
North Dakota,2022,7,1.9
North Dakota,2022,8,2.0
North Dakota,2022,9,1.5
North Dakota,2022,10,1.5
North Dakota,2022,11,1.7
North Dakota,2022,12,2.0
North Dakota,2023,1,2.5
